,fund,matched_firm,firm_confidence,cik_no_fund,form_d_fund_id,crd_no_firm,form_adv_firm_id
312,Global Energy Power Infrastructure Fund Iii A,Energy Infrastructure Capital,0.7841077840494369,1746113,42931,173237,
313,V Systems,Systems Financial,0.8099003415339084,1666840,37683,284744,
314,Mendon Capital,Mendon Capital Advisors,0.570551274829418,1031376,54154,113058,2481.0
315,Kitty Hawk Investment Partners,Black Hawk Investment Management,0.8679465477669577,1143491,28741,226754,
316,Mesirow Tsrhc Fund,S,1.0,1745498,42857,108401,
317,Deloitte Consulting Llp,Hatton Consulting,0.9377208147564052,1276294,58930,115585,110700.0
318,Pack Purchase,S,0.9999999999999999,1619694,36046,108401,
319,Summit Global Investments,Summit Global Investments,0.0,1697953,523,157091,523.0
320,Mercer Global Multi Asset Fund,Mercer Global Advisors,0.8523934337061387,1376390,30519,147363,20678.0
321,I Group Lending Opportunities,Prime Opportunities Investment Group,0.8502203212933149,1717048,55675,146944,142897.0
322,Aqr Style Premia Fund Aud,S,1.0,1576241,34672,108401,
323,Clustertruck,S,1.0,1643138,36833,108401,
324,Axiatp Holdings,Moncap Holdings,0.8835878089884611,1768056,45485,319357,
325,Maseco Alternative Credit Fund,Credit Suisse Alternative Capital,0.8486790794092454,1662554,37501,109517,
326,Eventure Interactive,Eventures Management,0.9171231778980873,1509351,24779,304362,
327,Mesirow Institutional Multi Strategy Fund,Multi Strategy Management,0.8429925241910066,1456820,31737,290253,
328,Eagle Growth Partners I,Eagle Growth Investors,0.657361520386469,1168111,28863,106511,12376.0
329,Tsai Capital Fund,Tsai Capital Corporation,0.829706423630073,1521357,33197,137578,103041.0
330,Second Curve Partners Ii,Second Curve Capital,0.7555814618244582,1412423,31020,136966,2174.0
331,Ionic Security,Ionic Capital Management,0.8977256757488495,1554612,34051,156400,3282.0
332,Sanwire,Greenwich Advisors,0.9781762343559994,1096759,22860,165892,
333,Brookdale Global Opportunity Fund,Cobro Opportunity Fund Gp,0.8369624301934986,1458377,31790,309434,
334,Thrive Frozen Nutrition,S,1.0,1562856,34265,108401,
335,Smartvidio,Smartvalue Investment Management,0.9645001302041042,1649444,37083,142786,
336,Systematic Quest Fund Ii,Systematic Management Ab,0.9446760303383773,1470214,54002,312239,
337,Caritas Royalty Fund,Map Royalty,0.811403753614108,1445901,31556,160912,
338,Exxe Group,The Exxel Group,0.5203077924972914,1789383,60179,163787,
339,Victory Energy,Map Energy,0.834001111580883,700764,21214,301882,
340,Host Committee,Committed Advisors Sas,0.9808645237161441,1618924,36017,172635,
341,Helios Matheson Analytics,Anson Analytics,0.7704868771389692,1040792,22287,131416,
342,Rcp Fund Xiv Cayman Feeder,Swvp Fund Xiv Gp,0.979451814871603,1781224,52592,310454,
343,Batteryone Royalty,Map Royalty,0.8502151778949029,1759785,43812,160912,
344,Neuberger Berman Income Plus Fund,Neuberger Berman Management,0.7019626414083076,1438742,31449,5493,7620.0
345,Amesite,Ames Capital,0.9232054409862165,1707258,25136,150577,
346,Uranerz Energy,Map Energy,0.9036049883907158,1162324,23407,301882,
347,Aruna Biomedical,S,1.0,1447734,53998,108401,
348,Title Center Of Greater Kentucky,Wealth Management Of Kentucky,0.8411452985868966,1331084,29997,171446,
349,Belle Michigan Impact Fund Limited Partnership,Optima Fund Management Limited Partnership,0.8751001652898941,1721607,40661,133988,
350,Ecor Capital Fund Qualified,Qualified Capital,0.7572065790605528,1598292,35290,112888,
351,Alloy Us Long Short,Long Short Advisors,0.9197056672322421,1599528,35325,153632,6899.0
352,Carbon Natural Gas,Canaan Natural Gas Management,0.8189735775688848,86264,21057,161801,
353,Bc Texas Debt Warehouse,S,1.0,1693522,38886,108401,
354,Capeview Azri Strategic Fund,Strategic Capital Fund Advisors,0.9539136687888693,1660728,37446,316910,
355,Tig Arbitrage Associates,Inside Arbitrage Advisors,0.9417327731310043,1507816,60019,323455,
356,Lazarus Behavioral Finance Fund Ii,Lazarus Financial Planning,0.9458368060538043,1694673,60077,136323,
357,Halley Venture Fund I,Halley Venture Partners,0.7685069323368752,1708502,39827,288834,
358,Fabforedev,S,1.0,1724131,40798,108401,
359,Nidhogg Capital Management,Nidhogg Capital Management,0.0,1673049,38029,270004,38029.0
360,Ea Fund I A Series Of Av Funds,Dba Fund Of Funds Advisor,0.8085741652544279,1789684,60222,107140,
361,Ocp Senior Credit Partners,Covenant Credit Partners,0.9221010541699346,1420975,31146,288194,
362,Bodybio,S,1.0,1760983,43910,108401,
363,Indus Emerging Markets Fund,Emerging Markets Alternatives,0.885188029288585,1622403,60049,289832,
364,Biolabmart,S,1.0,1689084,25125,108401,
365,King Perry,Perry Capital,0.9546253312506151,1735372,41803,108861,603.0
366,Vigor Medical Systems,Financial Systems Management,0.9704083397849416,1714396,40228,121310,
367,Chilton Small Cap Mid Cap Partners,Smart Partnership Capital,0.8650161466660359,1169535,28878,317191,
368,Zp Utility Fund,Utility Pension Fund Study Group,0.9966006945490402,1048758,28019,134451,
369,Summit Semiconductor,Semiconductor Advisors,0.7583194487679964,1682149,38476,284090,
370,Gateway Privileged Fund,Gateway Financial,0.9274634421656143,1680014,38391,306078,
371,Tapimmune,Communitas Capital Partners,0.9897310941127029,1094038,22811,318772,
372,Interpace Diagnostics Group,S,1.0,1054102,28074,108401,
373,Global Unity Fund,Global Unity Fund Project,0.7282774224637725,1753338,60098,299017,
374,Bridgewater Bancshares,Bridgewater Advisors,0.8670208866114079,1341317,30105,109826,6652.0
375,Purple Mixer,Purple Bridge Management,0.9795799230206805,1677469,38259,175150,
376,Bion Environmental Technologies,Encore Technologies Capital Management,0.8218385153734757,875729,26959,322187,
377,Crowdsmart Dyrt Fund I,Crowdsmart,0.7507572662869404,1768350,45656,297620,36910.0
378,Soleus Capital,Soleus Capital Management,0.46791552766352656,1752361,60096,294459,75829.0
379,Proem Investments Onshore,One On Investments,0.8947794860204499,1762521,44060,149748,
380,Bruker,Luke Capital,0.9402264203462815,1109354,28487,306879,
381,Kayak Investment Partners Offshore Fund,Kayak Investment Partners,0.7668960607866625,1571340,34491,166116,6239.0
382,Cardinal Advisor Series Multi Manager International Equity,Equity International,0.8618020625091564,1432636,31334,156961,
383,Ascendancy Capital Partners,Ascendant Capital Partners,0.511822160481343,1744412,56652,306257,
384,Altair Global Credit Opportunities Fund C,Credit Suisse Global Opportunities Advisors,0.7443721501540108,1560053,34181,113736,
385,Navitas Capital Invest Ii B,Navitas Capital,0.7520793077698761,1769252,46132,163721,
386,Tiger Infrastructure Partners Fund Ii,Tiger Infrastructure Partners,0.4675083356522554,1695127,38948,161551,119484.0
387,Geneva Capital,Geneva Capital Management,0.48038323060885213,1314281,29818,105432,860.0
388,Vycor Medical,Vy Capital,0.9752671981034196,1424768,24414,171768,5637.0
389,Windtamer,S,0.9999999999999999,1424640,24411,108401,
390,Texzon Technologies,Income Technologies,0.6876563829065164,1684586,38563,284678,
391,Dimensional Funds Plc Global Sustainability Core Equity Fund,Pr Equity Fund Management,0.9436765007827026,1579777,34787,317652,
392,Lendistry Cra Loan Fund Ii,Cresta Fund Management,0.9886486504705586,1785433,56122,288079,
393,Sunniva,Sullivan Financial Planning,0.9609189927292584,1716963,40376,145349,
394,Ministry Partners Investment Company,Compass Investment Partners,0.71599165925302,944130,22019,130724,
395,Asius Fund I, Fund,0.9147223279272512,1574877,34622,281914,
396,Karnak Partners L P,Peak Partners,0.8791531220353803,901295,27200,318538,
397,Maverick Fund,Maverick Capital,0.7905292798373578,1043759,27980,108262,12950.0
398,Steinberg Partners Fund Delaware,Perella Weinberg Partners Capital Management,0.8824474185953576,1667575,37707,143598,3285.0
399,Global Macro Management,Global Macro Asset Management,0.43105517689656675,1528282,54546,171568,
400,Atalo Capital Offshore Fund,Contrarian Capital Offshore Management,0.8339804631607982,1780376,52132,113184,
401,Spotlight Innovation,Spotlight Investment,0.7520455852490838,1388486,24156,304750,
402,Hash Labs,Financial Labs,0.8426613636369505,842013,21628,130660,
403,Enviro Serve,Enervest Investment Services,0.932232495484622,1062720,22425,297181,
404,Idi,Idinvest Partners,0.8185800087039973,1460329,24598,310884,
405,Voss Value Fund,Value Fund Advisors,0.8545452725381206,1529957,33419,129654,
406,Acadian Global With Opportunistic Shorting Fund,Credit Suisse Global Opportunities Advisors,0.9039266344011881,1408863,30968,113736,
407,Closed Loop Leadership Fund,Closed Loop Fund Gp,0.7260399860155522,1766831,60114,283547,
408,Hartland Management Investors,Cortland Investment Management,0.6057368726138928,1694465,38925,299369,607.0
409,Core Global Opportunities Fund,Credit Suisse Global Opportunities Advisors,0.7341820856057722,1508619,32869,113736,
410,American Postal Infrastructure Fund,American Infrastructure Funds,0.45398861089292214,1767990,45454,156157,
411,Best In Grow,Beacon Investment Group,0.8791539552788086,1746325,57120,166827,
412,Algert International Small Cap Fund,Capital Fund Management International,0.8508006245594752,1695361,38966,287973,
413,Innerscope Advertising Agency,S,1.0,1609139,25044,108401,
414,Fsc Automotive I Dst,S,1.0,1758437,43704,108401,
415,Integrity Boston Fund,Integrity Investors,0.8841966289883191,1488529,57211,119272,
416,Salesfusion,Plusfunds Group,0.9916906908416164,1571933,34512,120871,12676.0
417,Queensboro Fund,Brownsboro Financial,0.9922269331361174,1569212,34419,285221,
418,Blue Rock Fixed Income Plus Fund,Bluerock Fund Advisor,0.9108170774974649,1369590,30418,165015,6790.0
419,Dimensional Funds Plc Global Core Equity Ii Fund,Dimensional Fund Advisors,0.9334490795942956,1643247,36840,106482,111.0
420,Saba E Fund, Fund,0.988934048002542,1622388,36133,281914,
421,Skm Capital Partners,Sk Capital Partners,0.6569985129897669,1778969,51392,161487,
422,Jamaica Cures,Jaincap,0.9554623083568904,1743804,42672,307150,
423,Genomedx Biosciences,S,1.0,1668069,37732,108401,
424,Farmshelf,S,1.0,1680253,38405,108401,
425,Neuberger Berman Global Equity Index Putwrite Fund,Neuberger Berman Management,0.9495344704516335,1694669,38933,5493,7620.0
426,Grandparentscom,S,1.0,1020475,22175,108401,
427,Fim Em Frontier Fund,Em Es Fund Management,0.8958374630890843,1665897,60060,287923,
428,Grand Energy,Map Energy,0.692642471134769,861382,26877,301882,
429,Aracos Fund, Fund,0.9006192014670852,1464059,32014,281914,
430,Soa Labs,Financial Labs,0.8190752157574155,1771987,47624,130660,
431,Bend Financial,Pland Financial,0.7481309666829862,1726815,40988,297702,
432,Edgewood Partners,Wedgewood Partners,0.5150228112354185,1319760,29878,21923,744.0
433,Virzoom,Korzo Financial,0.9669156965141279,1639511,36696,323459,
434,Virage Recovery Fund,Resolution Recovery Partners Manager,0.9850250394892768,1732503,41453,161441,
435,Dermtech,S,1.0,1518913,57568,108401,
436,Lazard International Equity Value Long Short Fund,Equity International,0.927634158981957,1546142,33796,156961,
437,Ishana Capital Onshore Fund,Ishana Capital Limited,0.9284632412389114,1730943,41321,289388,74788.0
438,Socialpiper,Social Capital,0.9548667144356197,1768533,45770,304525,
439,Advent Latin American Private Equity Fund Vii A Scsp,Magic Stone Alternative Private Equity Fund Gp,0.9323905166639367,1788849,60145,308916,
440,Bbc Real Estate,M Real Estate,0.8831076620734875,1781454,52729,282250,
441,Marathon Securitized Credit Fund,Mp Securitized Credit Partners,0.7582919906104103,1511715,32935,166845,142670.0
442,Btg Pactual Gemm Employees Fund Europe,Btg Pactual Asia,0.9932831612162066,1552228,33976,159872,11579.0
443,Ryder Court Global Opportunities Fund Dst,Cobro Opportunity Fund Gp,0.9078938456878756,1630344,36335,309434,
444,Auxilio,Auxilium Investment Advisors,0.8287394458931557,1011432,27718,307385,
445,Schroder Strategic Beta Portfolio Cayman,Strategic Portfolio Managers,0.8117149203995566,1576086,34667,155286,
446,Caro Kann Capital Offshore Fund,Contrarian Capital Offshore Management,0.8264984871976966,1631996,36398,113184,
447,Fiam Small Mid Cap Core Fund,Sp Capital Fund C,0.9822710952543564,1559068,34155,301958,57793.0
448,Cs Bayonne Investor,North Bay Investors,0.9489600076664517,1789225,60159,121986,
449,Magnolia Capital Fund,Magnolia Capital Management,0.663572788023538,1618333,35997,285717,
450,Intact Vascular,S,1.0,1557120,34111,108401,
451,Irvington Capital Fund,Irvington Capital,0.5161259815827616,1647476,37002,147054,
452,Overnear,Overshare,0.8693875701460312,1500904,24734,300372,
453,Ledger Asset Management,Hedges Asset Management,0.6774684250349173,1730872,41311,313637,144687.0
454,Vivino,Via,0.9643308939912217,1620655,36074,297337,
455,Bridgewater All Weather Portfolio Iv,All Weather Portfolio Management,0.7215418163986725,1717769,60084,116413,
456,Cardinal Alternativefocus Tt Emerging Markets Fund,Emerging Markets Alternatives,0.7670871353630291,1619172,36028,289832,
457,Careview Communications,Alta Communications,0.7299294662839422,1377149,25710,162041,
458,Developing World Healthcare Fund,Developing Financial,0.9666319157579671,1673432,38049,315242,
459,Pyrrho Global Event Driven Offshore Fund,Entrust Global Partners Offshore,0.9834533317750636,1555000,34063,108035,13354.0
460,Talentsky,Olesky Capital Management,0.9360788535961149,1597581,35274,111627,
461,Renaissance Rida Access,Renaissance Capital,0.8960395858873663,1711943,40096,109945,6975.0
462,Capricor Therapeutics,S,0.9999999999999999,1133869,23266,108401,
463,Circle Media,Circle Advisers,0.7906821340748482,1626626,36216,110818,
464,Holly Energy Partners,Cadent Energy Partners,0.6797930357494549,1283140,29521,157559,
465,Hamlin Yield Partners,Yield Capital Partners,0.8118431031665879,1260464,29349,172281,
466,Apollo Program Ii,Apollo Management,0.9369451876659198,1767949,45432,143158,11332.0
467,Flakowitz,Jl Berkowitz,0.9249982409331274,1757922,43660,138317,
468,Tosca,Toscafund Asset Management,0.9220213574053147,1404712,30892,155132,3410.0
469,Medytox Solutions,Managed Solutions,0.9027667071523138,1374536,24076,115176,
470,Northern Swan Holdings,Van Holdings,0.8365327944443337,1716131,40315,297334,
471,Zippity,Zion Capital,0.9927635297986694,1713556,55306,307421,
472,Kaching Kaching,Machina Capital,0.9729384548851665,1354636,23951,289445,20773.0
473,Nut Tree Offshore Fund,Nuverse Offshore Advisors,0.8176928169162458,1669187,37797,139625,
474,Winebrenner Income Fund,Winebrenner Capital Management,0.8312442334181269,1498958,32689,154708,
475,Ps Latin America Offshore,Barington Offshore Advisors,0.9362943341076053,1598961,35310,138926,
476,Notarize,Dollarize,0.8945196386577366,1642006,57217,305285,
477,Omni Bio Pharmaceutical,Leerink Pharmaceutical Investments,0.9488965184379795,1389870,24166,172514,
478,Drake Capital Offshore Partners,Contrarian Capital Offshore Management,0.8142907476466634,1381811,30584,113184,
479,Cota Capital Offshore Fund,Contrarian Capital Offshore Management,0.7699730181826429,1665348,37607,113184,
480,Polygon European Equity Opportunity Fund,Broe Real Estate Opportunity Fund Manager,0.9491206079987515,1491162,32535,162214,
481,Athletic Media,Medici,0.9551728269062751,1758687,43721,315941,
482,Serengeti Lycaon Partners,Sycamore Partners,0.9973035149993852,1486012,32408,284346,5642.0
483,Varde Skyway Fund Offshore,Mark Offshore Management,0.984247394287362,1648369,37045,109455,
484,Global Arena Holding,Ranger Global Holdings,0.7339569655613862,1138724,23300,286378,
485,A Select Spc Sqp Sp,Spc,0.9566553313317644,1735448,41809,110692,
486,Stratus Feeder,Federal Street Advisers,0.8251794816902402,1428452,31269,120648,
487,Cmwa Defensive Strategies Partership,Bain Capital Partnership Strategies,0.9748883795433881,1540529,33631,297457,
488,Dispersive Networks,Cetera Advisor Networks,0.859613280441443,1671881,37960,13572,3738.0
489,Neuberger Berman International Small Cap Fund,Neuberger Berman Management,0.7379832867177689,1696057,38985,5493,7620.0
490,Prelude Therapeutics,S,0.9999999999999999,1678660,38310,108401,
491,Archon Focus Investments,Focus Investments,0.6663300801143501,1459029,31815,211515,
492,Premium Home Comfort,S,0.9999999999999999,1789212,60158,108401,
493,Seashore Surgical Institute,Forecast Institute,0.9327026732398683,1693749,38896,285694,
494,Altum Credit Fund,Momentum Funds,0.9475068847577968,1482687,32352,134154,
495,Exagon Crypto Fund,Crypto Capital,0.8848277122570625,1739112,42202,318912,
496,Gs Us Equity Fund,Pr Equity Fund Management,0.8655223942787881,1573904,34575,317652,
497,Jerash Holdings Us,Portal Us Holdings,0.7267282812055912,1696558,38999,281125,
498,Hillcrest Asset Management,Hillcrest Asset Management,0.0,1415345,411,145078,411.0
499,Rezolute,Resolute Capital,0.9730706267718836,1509261,24778,304558,
500,Swift Energy,Dft Energy,0.8149774246361541,351817,26282,284002,6416.0
501,Mke Aurora Dent Swenson Investments,Denson Investments,0.9039094722044203,1768108,45516,306562,
502,Stratuslive,Stratus Capital Management,0.9823808617753113,1577127,34705,169038,
503,Growlife,Towle,0.9709245711773259,1161582,23397,110862,2637.0
504,Ab Private Credit Investors Middle Market Direct Lending Fund Ii Feeder,Ab Private Credit Investors,0.873803432769041,1746552,42986,173027,
505,Keyo,Kenter Canyon Capital,0.960391485309706,1643773,36870,150624,
506,Mariner Clo Opportunities Fund,Eschaton Opportunities Fund Management,0.8049262040497923,1671313,37913,285575,
507,Eos Focused Equity,Eon Equity Management,0.8260523949130181,1580571,34814,298650,
508,Talbert Capital Preferred Income Fund,Preferred Financial Advisors,0.9432434720048255,1679243,38337,104572,
509, Br Holdco Dst,Holdco Asset Management,0.9444876148037731,1666281,37652,167054,101835.0
510,Atia Vision,Financial Vision,0.8161642702439351,1735829,41871,123659,
